OBJECTID,StopID,Direction,Routes_ser
4196,P01250,Both,"20, 21, 22, 24, 36, 38"
4197,P01260,Outbound,"65, 67, 69"
4198,P01290,Both,"52L, 53L, 56, 57, 58"
4199,P01330,Inbound,"52L, 53L, 56, 57, 58"
4200,P01340,Outbound,"65, 67, 69"
4201,P01450,Inbound,77
4202,P01600,Both,"1, 11, 15, 39, 40, 44, 6, P1, P2"
4203,P01610,Both,"19L, P10, P12, P16, P17, P67, P68, P69, P7, P71, P76, P78"
4204,P01620,Both,"1, 11, 15, 19L, 39, 40, 44, 6, P1, P10, P12, P16, P17, P2, P67, P68, P69, P7, P71, P76, P78"
4205,P01875,Inbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4206,P01936,Both,"19L, P17, P69, P7, P76, P78"
4207,P01940,Both,"19L, P12, P16, P67"
4208,P01970,Both,"P12, P16, P67"
4209,P02030,Both,"19L, G2, G3, P17, P69, P7, P76, P78"
4210,P02060,Outbound,"87, P1, P2"
4211,P02080,Both,"19L, P17, P69, P7, P76, P78"
4212,P02120,Outbound,"87, P1, P2, P68, P71"
4213,P02130,Inbound,19L
4214,P02270,Both,"28X, G2, G3, P10"
4215,P02280,Both,"29, 31, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76"
4216,P02290,Outbound,"13, 15, 16, 17, 7"
4217,P02310,Outbound,"1, 11, 12, 2, 4, 6, O5, P13"
4218,P02320,Both,"15, 28X, 7, G2, G3, P10, P12, P16, P67"
4219,P02325,Both,"39, 40, 44, 87, P1, P2, P68, P71"
4220,P02430,Both,"28X, 29, 31, G2, G3, G31, P10"
4221,P02470,Both,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78"
4222,P02490,Both,"1, 11, 15, 29, 31, 39, 40, 44, 6, 86, 88, 91, G2, G3, G31, P17, P69, P7, P76"
4223,P02530,Both,"1, 11, 15, 39, 40, 44, 6, 86, 88, 91, G2, G3, P10, P17, P69, P7, P76, P78"
4224,P02550,Both,"28X, 77, 86, 88, 91"
4225,P02600,Both,"1, 11, 15, 29, 31, 39, 40, 44, 6, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P78"
4226,P02610,Outbound,"86, 87, 88, 91"
4227,P02650,Both,"26, 27, 28X, 29, 31, G2, G3, G31, P10"
4228,P02670,Both,"1, 11, 15, 6, P10, P12, P16, P67"
4229,P02800,Inbound,"86, 88, 91"
4230,P02830,Outbound,"29, 31, G31"
4231,P02860,Both,"29, 31, 8, G31"
4232,P02865,Outbound,"86, 88, 91"
4233,P02890,Outbound,"29, 31, 86, 88, 91, G31"
4234,P02910,Both,"29, 31, 86, 88, 91, G31"
4235,P02956,Inbound,"BLLB, BLSV, RED"
4236,P02957,Outbound,"BLLB, BLSV, RED"
4237,P03000,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4238,P03090,Outbound,"39, 40, 44, 87, P1, P2, P68, P71"
4239,P03145,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4240,P03150,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4241,P03315,Inbound,"20, 21, 22, 24"
4242,P03360,Outbound,"36, 38"
4243,P03440,Both,"19L, 26, 27, O1, O12"
4244,P03490,Both,"65, 67, 69"
4245,P03510,Inbound,"BLLB, BLSV, RED"
4246,P03520,Outbound,"BLLB, BLSV, RED"
4247,P03660,Inbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4248,P03690,Inbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4249,P03695,Inbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4250,P70005,Outbound,"52L, 53L, 56, 57, 58"
4251,P70007,Inbound,"67, 69, 77"
4252,P70018,Inbound,87
4253,P70019,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
4254,P70020,Outbound,"BLLB, BLSV, RED"
4255,P70021,Inbound,"BLLB, BLSV, RED"
4256,P70024,Both,"19L, 20, 21, 22, 24, 36, 38"
4257,P70025,Inbound,"BLLB, BLSV, RED"
4258,P70026,Outbound,"BLLB, BLSV, RED"
4259,P70027,Both,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67"
4260,S00010,Inbound,53L
4261,S00080,Inbound,"53, 53L"
4262,S00090,Outbound,"53, 53L"
4263,S00160,Outbound,"51, 54"
4264,S00180,Inbound,"51, 54"
4265,S00200,Outbound,"51, 54"
4266,S00205,Inbound,"51, 54"
4267,S00230,Inbound,"51, 54"
4268,S00240,Inbound,"51, 54"
4269,S00260,Inbound,"51, 54"
4270,S00270,Outbound,"51, 54"
4271,S00280,Outbound,"51, 54"
4272,S00290,Outbound,"51, 54"
4273,S00300,Inbound,"51, 54"
4274,S00310,Outbound,"51, 54"
4275,S00320,Outbound,"51, 54"
4276,S00370,Inbound,"51, 54"
4277,S00390,Outbound,"51, 54"
4278,S00400,Inbound,"51, 54"
4279,S00410,Inbound,"51, 54"
4280,S00420,Inbound,"51, 54"
4281,S00430,Outbound,"51, 54"
4282,S00450,Inbound,"51, 54"
4283,S00460,Inbound,"51, 54"
4284,S00490,Outbound,"51, 54"
4285,S00500,Inbound,"81, 83"
4286,S00530,Outbound,"53, 53L"
4287,S00550,Inbound,"53, 53L"
4288,S00590,Inbound,48
4289,S00600,Inbound,48
4290,S00620,Inbound,48
4291,S00660,Outbound,"52L, 53L, 56, 57, 58"
4292,S00670,Inbound,56
4293,S00680,Outbound,56
4294,S00690,Inbound,"56, 57, 58"
4295,S00730,Inbound,"56, 57, 58"
4296,S00750,Both,"56, 57, 93"
4297,S00760,Both,"56, 57, 93"
4298,S00770,Both,"56, 57, 93"
4299,S00790,Both,"56, 57, 93"
4300,S00800,Inbound,56
4301,S00840,Both,"56, 93"
4302,S00850,Outbound,"56, 57, 58"
4303,S00860,Inbound,56
4304,S00870,Inbound,56
4305,S00900,Outbound,"56, 57, 58"
4306,S00920,Outbound,56
4307,S00925,Outbound,"56, 57, 58"
4308,S00982,Both,"56, 57, 93"
4309,S00990,Both,"56, 57, 93"
4310,S01010,Outbound,56
4311,S01020,Inbound,56
4312,S01040,Inbound,56
4313,S01050,Inbound,"56, 57, 58"
4314,S01060,Outbound,56
4315,S01070,Outbound,"56, 57, 58"
4316,S01100,Outbound,"56, 57, 58"
4317,S01120,Both,"56, 57, 93"
4318,S01140,Outbound,56
4319,S01150,Outbound,56
4320,S01200,Inbound,"56, 57, 58"
4321,S01260,Outbound,56
4322,S01280,Both,"59, 61C"
4323,S01290,Inbound,"52L, 61C, P7"
4324,S01300,Both,"59, 61C"
4325,S01330,Both,"52L, 59, 61C, P7"
4326,S01340,Outbound,61C
4327,S01360,Both,"59, 61C"
4328,S01395,Both,"59, 61C"
4329,S01410,Both,Y46
4330,S01520,Outbound,59
4331,S01530,Outbound,59
4332,S01540,Outbound,59
4333,S01620,Both,"55, 56, 59, 61C, P7"
4334,S01810,Both,"56, 60"
4335,S02160,Inbound,59
4336,S02170,Outbound,59
4337,S02180,Inbound,59
4338,S02210,Inbound,59
4339,S02250,Inbound,59
4340,S02260,Outbound,59
4341,S02270,Inbound,59
4342,S02500,Outbound,Y46
4343,S02550,Both,"52L, 53L, 59, 61C"
4344,S02570,Both,"52L, 53, 53L, 59, 61C"
4345,S02610,Both,"52L, 59, 61C"
4346,S02620,Both,"52L, 53, 53L, 59, 61C"
4347,S02660,Both,"52L, 59, 61C"
4348,S02670,Both,"52L, 59, 61C"
4349,S02715,Both,"52L, 59, 61C"
4350,S02750,Both,"52L, 59, 61C"
4351,S02820,Both,"52L, 59, 61C"
4352,S02830,Both,"52L, 59, 61C"
4353,S02840,Both,"52L, 53, 53L, 59, 61C"
4354,S02880,Both,"52L, 59, 61C"
4355,S02910,Inbound,"52L, 53L, 57, 61C"
4356,S02930,Both,"52L, 53, 53L, 57, 59, 61C"
4357,S02965,Both,"52L, 59, 61C"
4358,S02990,Both,"52L, 59, 61C"
4359,S03090,Both,"52L, 59, 61C"
4360,S03530,Outbound,"53, 53L"
4361,S03550,Outbound,"53, 53L"
4362,S03950,Both,54
4363,S03970,Both,54
4364,S04000,Inbound,"51L, 54"
4365,S04010,Inbound,54
4366,S04040,Inbound,"44, 54"
4367,S04090,Outbound,"53, 53L"
4368,S04097,Outbound,57
4369,S04110,Inbound,57
4370,S04150,Inbound,"53L, 57, 61D, 64"
4371,S04160,Both,"53, 53L, 57, 59, 61D, 64"
4372,S04190,Inbound,53L
4373,S04260,Outbound,48
4374,S04270,Both,"48, 51L"
4375,S04280,Outbound,48
4376,S04290,Both,"48, 51L, 54"
4377,S04310,Inbound,48
4378,S04320,Outbound,48
4379,S04330,Inbound,48
4380,S04360,Inbound,48
4381,S04390,Outbound,48
4382,S04400,Inbound,48
4383,S04410,Inbound,48
4384,S04430,Outbound,48
4385,S04450,Outbound,48
4386,S04460,Outbound,48
4387,S04480,Both,"48, 51L"
4388,S04490,Inbound,48
4389,S04500,Outbound,48
4390,S04510,Outbound,48
4391,S04520,Inbound,48
4392,S04530,Outbound,48
4393,S04550,Inbound,48
4394,S04620,Inbound,48
4395,S04650,Outbound,48
4396,S04660,Outbound,48
4397,S04670,Inbound,48
4398,S04680,Outbound,48
4399,S04720,Outbound,48
4400,S04730,Outbound,48
4401,S04750,Inbound,48
4402,S04760,Outbound,48
4403,S04770,Inbound,48
4404,S05232,Outbound,56
4405,S05235,Inbound,56
4406,S05236,Outbound,56
4407,S05260,Inbound,Y45
4408,S05270,Inbound,Y45
4409,S05280,Outbound,Y45
4410,S05330,Inbound,Y45
4411,S05350,Outbound,Y45
4412,S05370,Outbound,Y45
4413,S05380,Inbound,Y45
4414,S05390,Outbound,Y45
4415,S05430,Outbound,Y45
4416,S05480,Both,"44, 54"
4417,S05490,Inbound,54
4418,S05510,Inbound,54
4419,S05560,Inbound,54
4420,S05570,Both,"44, 54"
4421,S06270,Both,"44, 54"
4422,S06271,Outbound,54
4423,S06273,Inbound,54
4424,S06274,Outbound,54
4425,S06275,Inbound,54
4426,S06276,Outbound,54
4427,S06280,Both,"44, 54"
4428,S06290,Both,"44, 54"
4429,S06300,Both,"44, 54"
4430,S06305,Inbound,54
4431,S06480,Inbound,Y45
4432,S06490,Outbound,Y45
4433,S06500,Inbound,Y45
4434,S06620,Both,54
4435,S08130,Outbound,"51, 51L"
4436,S08135,Outbound,51
4437,S08140,Outbound,"51, 54"
4438,S08160,Outbound,Y47
4439,S08170,Inbound,Y47
4440,S08210,Inbound,51
4441,S08220,Outbound,"51, 51L"
4442,S08230,Outbound,"51, 51L"
4443,S08240,Inbound,"51, 51L"
4444,S08270,Inbound,"51, 51L"
4445,S08320,Inbound,"51, 51L"
4446,S08360,Inbound,Y47
4447,S08370,Outbound,51
4448,S08380,Outbound,"51, 54"
4449,S08390,Inbound,51
4450,S08400,Inbound,"51, 51L"
4451,S08430,Inbound,"51, 51L"
4452,S08440,Outbound,Y47
4453,S08460,Inbound,"51, 51L"
4454,S08470,Inbound,"51, 51L"
4455,S08480,Inbound,"51, 51L"
4456,S08490,Inbound,"51, 51L"
4457,S08500,Outbound,Y47
4458,S08550,Outbound,"51, 54"
4459,S08560,Inbound,"51, 51L"
4460,S08590,Inbound,"51, 51L"
4461,S08600,Inbound,"51, 51L"
4462,S08610,Outbound,"51, 51L"
4463,S08620,Outbound,Y47
4464,S08670,Outbound,"51, 51L"
4465,S08700,Outbound,"51, 51L, 54"
4466,S08710,Inbound,51
4467,S08720,Inbound,"51, 51L, 54"
4468,S08730,Outbound,"51, 54"
4469,S08760,Outbound,"51, 51L"
4470,S08770,Outbound,"51, 51L"
4471,S08780,Outbound,Y47
4472,S08790,Outbound,"51, 51L, 54"
4473,S08840,Outbound,"51, 51L"
4474,S08860,Inbound,"51, 54"
4475,S08890,Outbound,"51, 51L"
4476,S08910,Outbound,51
4477,S08930,Outbound,"51, 51L"
4478,S09000,Inbound,51
4479,S09040,Outbound,"51, 51L"
4480,S09090,Inbound,"51, 51L"
4481,S09100,Outbound,"51, 51L"
4482,S09140,Outbound,51
4483,S09150,Inbound,Y47
4484,S09180,Inbound,"51, 51L"
4485,S09200,Inbound,51
4486,S09230,Outbound,"51, 51L"
4487,S09240,Inbound,"51, 51L"
4488,S09250,Outbound,51
4489,S09270,Outbound,"51, 51L"
4490,S09280,Outbound,"51, 51L"
4491,S09290,Inbound,51
4492,S09300,Outbound,51
4493,S09310,Inbound,51
4494,S09320,Inbound,Y47
4495,S09340,Inbound,54
4496,S09350,Outbound,51
4497,S09360,Inbound,"51, 51L"
4498,S09370,Both,Y45
4499,S09380,Outbound,Y47
4500,S09385,Inbound,51
4501,S09390,Outbound,51
4502,S09400,Outbound,"51, 51L"
4503,S09410,Outbound,"51, 51L"
4504,S09420,Inbound,Y47
4505,S09440,Outbound,"51, 51L"
4506,S09450,Inbound,Y47
4507,S09480,Inbound,Y47
4508,S09490,Outbound,"51, 51L"
4509,S09500,Inbound,"51, 51L"
4510,S09510,Inbound,"51, 51L"
4511,S09520,Inbound,Y47
4512,S09530,Inbound,"51, 51L"
4513,S09550,Inbound,"51, 51L"
4514,S09560,Outbound,Y45
4515,S09580,Inbound,"51, 51L"
4516,S09620,Inbound,"51, 51L"
4517,S09630,Outbound,51
4518,S09700,Inbound,51
4519,S09710,Outbound,51
4520,S09730,Inbound,"51, 51L"
4521,S09750,Inbound,51
4522,S09760,Outbound,Y47
4523,S09790,Outbound,"51, 51L"
4524,S10450,Inbound,"53, 53L, 56"
4525,S10460,Outbound,"53, 53L, 56"
4526,S10470,Outbound,"53, 53L, 56"
4527,S10480,Inbound,"53, 53L, 56"
4528,S10500,Inbound,"53, 53L, 56"
4529,S10510,Outbound,"53, 53L, 56"
4530,S10560,Outbound,"53, 53L, 56"
4531,S10590,Both,54
4532,S10600,Both,54
4533,S10610,Both,54
4534,S10620,Both,54
4535,S11285,Outbound,Y45
4536,S11290,Outbound,"51, Y47"
4537,S11298,Both,Y46
4538,S11320,Inbound,44
4539,S11350,Inbound,44
4540,S11360,Inbound,44
4541,S11380,Outbound,44
4542,S11400,Inbound,44
4543,S11410,Inbound,44
4544,S11420,Outbound,44
4545,S11430,Inbound,44
4546,S11440,Outbound,44
4547,S11450,Inbound,44
4548,S11460,Outbound,44
4549,S11470,Inbound,Y45
4550,S12440,Inbound,44
4551,S12460,Inbound,44
4552,S12470,Outbound,44
4553,S12500,Inbound,44
4554,S12510,Outbound,44
4555,S12520,Inbound,44
4556,S12530,Outbound,44
4557,S12550,Outbound,44
4558,S12760,Both,Y45
4559,S12790,Both,Y45
4560,S12900,Both,Y45
4561,S13075,Inbound,59
4562,S13270,Outbound,59
4563,S13380,Outbound,52L
4564,S13400,Outbound,52L
4565,S13440,Both,54
4566,S13450,Both,54
4567,S13480,Both,54
4568,S13500,Both,54
4569,S13670,Outbound,59
4570,S13680,Inbound,59
4571,S13690,Outbound,59
4572,S13700,Inbound,59
4573,S13710,Outbound,59
4574,S13720,Inbound,59
4575,S13730,Outbound,59
4576,S13740,Inbound,59
4577,S13750,Outbound,59
4578,S13760,Inbound,59
4579,S13770,Outbound,59
4580,S13780,Inbound,59
4581,S13790,Outbound,59
4582,S13800,Inbound,59
4583,S13810,Outbound,59
4584,S13871,Outbound,Y47
4585,S13872,Inbound,Y47
4586,S13873,Outbound,Y47
4587,S13874,Inbound,Y47
4588,S13933,Inbound,Y45
4589,S13934,Outbound,Y45
4590,S13965,Inbound,Y45
4591,S13980,Inbound,Y45
4592,S13990,Inbound,Y45
4593,S14237,Outbound,44
4594,S14300,Both,Y46
4595,S14320,Both,Y46
4596,S14340,Both,Y46
4597,S14370,Both,Y46
4598,S14380,Both,Y46
4599,S14665,Both,"53, 57, 61D, 64"
4600,S14670,Both,54
4601,S14742,Both,"59, 61C, P7"
4602,S14743,Both,"59, 61C, P7"
4603,S14744,Both,"59, 61C, P7"
4604,S14745,Both,"59, 61C, P7"
4605,S14746,Both,"59, 61C, P7"
4606,S14760,Both,"59, 61C, P7"
4607,S14765,Both,"59, 61C, P7"
4608,S14770,Both,"59, 61C, P7"
4609,S14780,Both,"59, 61C, P7"
4610,S14782,Both,"59, 61C, P7"
4611,S14784,Both,"59, 61C, P7"
4612,S14790,Both,"59, 61C, P7"
4613,S14792,Outbound,61C
4614,S14940,Inbound,59
4615,S14950,Outbound,59
4616,S16060,Outbound,"48, 51"
4617,S16080,Inbound,"48, 51"
4618,S16090,Outbound,"48, 51"
4619,S16100,Inbound,"48, 51"
4620,S16110,Outbound,"48, 51"
4621,S16120,Inbound,"48, 51"
4622,S16130,Outbound,"48, 51"
4623,S16160,Inbound,"48, 51"
4624,S16170,Outbound,"48, 51"
4625,S16180,Inbound,48
4626,S16190,Outbound,"48, 51"
4627,S16200,Both,"48, 54"
4628,S16210,Both,"48, 54"
4629,S16220,Both,"48, 54"
4630,S16230,Both,"48, 54"
4631,S16240,Both,"48, 54, 81, 83"
4632,S16250,Both,"48, 54, 81, 83"
4633,S16260,Both,"48, 54, 81, 83"
4634,S16270,Both,"48, 54, 81, 83"
4635,S16300,Both,"48, 75"
4636,S16310,Both,"48, 75"
4637,S16320,Both,"48, 75"
4638,S16325,Both,"48, 75"
4639,S16330,Outbound,75
4640,S16400,Inbound,"48, 51"
4641,S16410,Inbound,"48, 51"
4642,S16420,Inbound,"48, 51"
4643,S16430,Inbound,"48, 51"
4644,S16440,Inbound,"48, 51"
4645,S16520,Inbound,"48, 51"
4646,S16540,Inbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4647,S16570,Outbound,"43, 48, 51, 51L"
4648,S16580,Inbound,"48, 51"
4649,S16590,Outbound,75
4650,S16600,Outbound,"48, 51"
4651,S16610,Outbound,"48, 51"
4652,S16620,Outbound,"48, 51"
4653,S16625,Outbound,"48, 51"
4654,S16630,Outbound,"48, 51"
4655,S16700,Outbound,"48, 51"
4656,S17050,Outbound,59
4657,S17060,Inbound,59
4658,S17070,Inbound,59
4659,S17080,Outbound,59
4660,S17090,Inbound,59
4661,S17100,Outbound,59
4662,S17110,Outbound,59
4663,S17120,Inbound,59
4664,S17170,Inbound,59
4665,S17655,Outbound,44
4666,S17660,Outbound,60
4667,S17670,Outbound,60
4668,S17690,Outbound,60
4669,S17710,Outbound,60
4670,S17730,Outbound,60
4671,S17850,Outbound,60
4672,S17980,Outbound,"Y45, Y47"
4673,S18000,Inbound,"Y45, Y47"
4674,S18010,Outbound,"Y45, Y47"
4675,S18030,Outbound,"Y45, Y47"
4676,S18340,Both,44
4677,S19200,Inbound,Y45
4678,S19210,Outbound,Y45
4679,S19220,Outbound,Y45
4680,S19230,Inbound,Y45
4681,S19240,Outbound,Y45
4682,S19270,Outbound,Y45
4683,S19280,Inbound,Y45
4684,S19310,Outbound,44
4685,S19320,Inbound,44
4686,S19330,Inbound,44
4687,S19340,Outbound,44
4688,S19350,Inbound,44
4689,S19380,Both,"53, 53L, 57, 59, 61D, 64"
4690,S19970,Inbound,"Y1, Y45, Y46, Y47, Y49"
4691,S20000,Outbound,60
4692,S20112,Both,"53, 53L, 59, 61D, 64"
4693,S20440,Both,"52L, 59, 61C, P7"
4694,S20445,Outbound,59
4695,S20460,Outbound,52L
4696,S20470,Inbound,"52L, 59"
4697,S20495,Inbound,52L
4698,S20497,Outbound,52L
4699,S20510,Inbound,52L
4700,S21312,Inbound,52L
4701,S21320,Inbound,52L
4702,S21330,Outbound,52L
4703,S21350,Inbound,52L
4704,S21360,Outbound,52L
4705,S21410,Inbound,52L
4706,S21420,Outbound,52L
4707,S21430,Inbound,52L
4708,S21450,Inbound,52L
4709,S21470,Outbound,52L
4710,S21540,Outbound,52L
4711,S21580,Outbound,52L
4712,S21590,Outbound,52L
4713,S21600,Inbound,52L
4714,S21620,Inbound,52L
4715,S21700,Both,"44, 48, 54"
4716,S21705,Inbound,"48, 54"
4717,S21710,Inbound,"44, 51L"
4718,S22190,Both,Y45
4719,S22270,Both,59
4720,S22275,Both,59
4721,S22980,Outbound,52L
4722,S22990,Outbound,52L
4723,S23000,Inbound,52L
4724,S23020,Outbound,52L
4725,S23025,Outbound,52L
4726,S23030,Outbound,52L
4727,S23090,Inbound,52L
4728,S23095,Inbound,52L
4729,S23100,Inbound,52L
4730,S23110,Inbound,52L
4731,S23130,Inbound,52L
4732,S23515,Outbound,Y46
4733,S23530,Inbound,"51, Y46"
4734,S23540,Outbound,"51, Y46"
4735,S23550,Outbound,Y46
4736,S23570,Inbound,"51, Y1, Y46, Y49"
4737,S23590,Outbound,"Y1, Y46, Y49"
4738,S23600,Outbound,"Y46, Y49"
4739,S23620,Inbound,"Y1, Y46"
4740,S23625,Inbound,Y46
4741,S23630,Outbound,Y46
4742,S23640,Outbound,"Y1, Y46, Y49"
4743,S23660,Both,"55, Y1, Y46"
4744,S23670,Outbound,Y46
4745,S23680,Inbound,"51, Y46"
4746,S23720,Outbound,"51, Y1, Y46"
4747,S23730,Inbound,Y46
4748,S23740,Outbound,Y46
4749,S23760,Outbound,"51, Y1, Y46"
4750,S23770,Outbound,"Y1, Y46, Y49"
4751,S23780,Inbound,"Y1, Y46, Y49"
4752,S23790,Both,"55, Y46"
4753,S23810,Outbound,"Y45, Y46, Y47, Y49"
4754,S23850,Outbound,"51, Y46"
4755,S23860,Inbound,"51, Y46"
4756,S23880,Outbound,Y46
4757,S23885,Inbound,"Y1, Y46"
4758,S23890,Inbound,Y1
4759,S23900,Inbound,Y46
4760,S23910,Inbound,"Y1, Y46"
4761,S23915,Outbound,Y46
4762,S23940,Inbound,"Y1, Y46, Y49"
4763,S23950,Inbound,"51, Y46"
4764,S23960,Outbound,"51, Y46"
4765,S23965,Both,"55, Y46"
4766,S23970,Inbound,"51, Y46"
4767,S24000,Outbound,Y46
4768,S24010,Outbound,"Y1, Y46"
4769,S24013,Outbound,Y46
4770,S24015,Inbound,Y46
4771,S24025,Inbound,"Y46, Y49"
4772,S24050,Both,"55, Y46"
4773,S24060,Outbound,"Y46, Y49"
4774,S24070,Inbound,"Y46, Y49"
4775,S24080,Outbound,"51, Y46"
4776,S24100,Both,"55, Y46"
4777,S24110,Both,"55, Y46"
4778,S24150,Outbound,"Y46, Y49"
4779,S24160,Inbound,"51, Y46"
4780,S24190,Inbound,"51, Y46"
4781,S24200,Outbound,"51, Y46"
4782,S24260,Outbound,"Y46, Y49"
4783,S24280,Outbound,"51, Y46"
4784,S24285,Inbound,Y46
4785,S24300,Outbound,"51, Y1, Y46"
4786,S24340,Both,"55, Y1, Y46"
4787,S24350,Inbound,Y46
4788,S24355,Outbound,"Y46, Y49"
4789,S24360,Outbound,"51, Y46"
4790,S24390,Inbound,"51, Y1, Y46"
4791,S24420,Inbound,"51, Y1, Y46"
4792,S24430,Inbound,Y46
4793,S24470,Inbound,Y46
4794,S24480,Outbound,"Y1, Y46"
4795,S24495,Both,"55, Y46"
4796,S24515,Inbound,Y46
4797,S24525,Outbound,"Y46, Y49"
4798,S24550,Inbound,"51, Y46"
4799,S24590,Outbound,"51, Y46"
4800,S24630,Inbound,"Y46, Y49"
4801,S25098,Outbound,"Y47, Y49"
4802,S25099,Inbound,"Y47, Y49"
4803,S25109,Outbound,"Y47, Y49"
4804,S25140,Inbound,"Y47, Y49"
4805,S25160,Inbound,"Y47, Y49"
4806,S25165,Inbound,59
4807,S25170,Outbound,"Y47, Y49"
4808,S25460,Inbound,"53, 53L"
4809,S25470,Outbound,"53, 53L"
4810,S25480,Inbound,"53, 53L"
4811,S25490,Inbound,"53, 53L"
4812,S25510,Outbound,"53, 53L"
4813,S25520,Outbound,"53, 53L"
4814,S25530,Outbound,"53, 53L"
4815,S25570,Inbound,"53, 53L"
4816,S25580,Inbound,"53, 53L"
4817,S25590,Inbound,56
4818,S25600,Outbound,56
4819,S25610,Inbound,56
4820,S25660,Inbound,56
4821,S25670,Outbound,56
4822,S25680,Outbound,56
4823,S25850,Outbound,P76
4824,S26920,Inbound,48
4825,S26940,Outbound,48
4826,S26950,Inbound,48
4827,S26960,Inbound,48
4828,S26980,Inbound,48
4829,S26990,Inbound,48
4830,S27000,Outbound,48
4831,S27020,Inbound,48
4832,S27030,Outbound,48
4833,S27040,Outbound,48
4834,S27050,Outbound,48
4835,S27060,Inbound,48
4836,S27070,Inbound,48
4837,S27203,Inbound,Y47
4838,S27205,Inbound,Y47
4839,S27207,Inbound,Y47
4840,S27210,Outbound,Y47
4841,S27213,Outbound,Y47
4842,S27215,Outbound,Y47
4843,S27220,Inbound,Y47
4844,S27260,Outbound,59
4845,S27280,Both,"52L, 59"
4846,S27290,Both,"52L, 59"
4847,S27300,Both,"52L, 59"
4848,S27310,Both,"52L, 59"
4849,S27320,Both,"52L, 59"
4850,S27330,Both,"52L, 59"
4851,S27340,Both,"52L, 59"
4852,S27350,Both,"52L, 59"
4853,S27380,Inbound,"61C, P7"
4854,S27390,Outbound,"61C, P7"
4855,S27400,Inbound,"61C, P7"
4856,S27410,Outbound,"61C, P7"
4857,S27450,Inbound,"61C, P7"
4858,S27460,Outbound,"61C, P7"
4859,S27480,Outbound,"61C, P7"
4860,S27490,Inbound,"61C, P7"
4861,S27500,Outbound,"61C, P7"
4862,S27530,Inbound,"61C, P7"
4863,S27540,Both,59
4864,S27545,Both,59
4865,S27546,Both,59
4866,S27547,Both,59
4867,S27560,Inbound,Y47
4868,S27570,Outbound,Y47
4869,S27590,Outbound,Y47
4870,S27594,Inbound,Y47
4871,S27680,Outbound,44
4872,S27705,Outbound,Y45
4873,S27810,Outbound,59
4874,S27870,Inbound,59
4875,S27880,Both,"53, 53L, 59"
4876,S27900,Inbound,"56, 59"
4877,S27990,Inbound,"56, 59"
4878,S28000,Outbound,"56, 59"
4879,S28020,Inbound,"56, 59"
4880,S28030,Inbound,"51, Y47"
4881,S28050,Inbound,"51, Y47"
4882,S28060,Outbound,"51, Y47"
4883,S28080,Both,"53, 53L, 59"
4884,S28150,Outbound,"56, 59"
4885,S28190,Outbound,"56, 59"
4886,S28220,Both,"53, 53L, 59"
4887,S28250,Inbound,"56, 59"
4888,S28300,Outbound,"56, 59"
4889,S28360,Outbound,"51, Y47"
4890,S28380,Outbound,"56, 59"
4891,S28470,Inbound,"56, 59"
4892,S28690,Outbound,"51, 53L, 55"
4893,S28850,Inbound,"51, 53L, 55"
4894,S29243,Both,"59, 61C"
4895,S29245,Both,"59, 61C, P7"
4896,S29255,Both,52L
4897,S30210,Outbound,Y45
4898,S30240,Outbound,P76
4899,S30245,Inbound,P76
4900,S30255,Inbound,P76
4901,S30257,Outbound,P76
4902,S30270,Outbound,P76
4903,S30280,Inbound,P76
4904,S30580,Both,"55, 56, 59, 60, 61C, P7"
4905,S30590,Both,"55, 56, 59, 61C, P7"
4906,S30600,Both,"55, 56, 59, 60, 61C, P7"
4907,S30610,Both,"55, 56, 59, 60, 61C, P7"
4908,S30640,Both,"55, 56, 59, 60, 61C, P7"
4909,S30660,Both,"55, 56, 59, 60, 61C, P7"
4910,S30720,Both,"55, 56, 59"
4911,S30735,Both,"55, 56, 59, 60, 61C, P7"
4912,S30740,Both,"55, 56, 59"
4913,S30760,Both,"55, 56, 59, 60, 61C, P7"
4914,S30810,Both,"55, 56, 59, 60, 61C, P7"
4915,S30830,Both,"55, 56, 59, 61C, P7"
4916,S30840,Both,"55, 56, 59, 60"
4917,S30845,Both,"55, 56, 59, 60"
4918,S30890,Both,"55, 56, 59, 60"
4919,S31090,Inbound,"53, 53L"
